monthly_income,housing_expense,food_expense,transport_expense,utilities_expense,other_expense,total_debt,num_active_loans,has_defaulted,payment_regularity,has_savings,monthly_savings,mobile_money_frequency,age,employment_type,num_dependents,total_expenses,debt_to_income_ratio,expense_ratio,savings_rate,housing_burden,discretionary_ratio,net_monthly_cash_flow,affordability_index,debt_service_ratio,savings_consistency,payment_score,mobile_money_score,employment_encoded,dependency_burden,high_debt_flag,deficit_flag,overextended_flag,housing_stress_flag,credit_score
3450.8,970.28,431.89,363.18,257.84,247.57,7343.78,0,1,rarely,0,0.0,weekly,54,self_employed,1,2270.76,2.1281,0.658,0.0,0.2812,0.5189,1180.04,0.342,0.0638,0.0,0.0,0.75,2,0.2898,1,0,0,0,418
800.0,179.58,315.39,64.91,37.75,59.83,142.9,1,0,sometimes,0,0.0,weekly,56,student,4,657.46,0.1786,0.8218,0.0,0.2245,0.3341,142.54,0.1782,0.0054,0.0,0.5,0.75,1,5.0,0,0,0,0,739
3445.41,810.26,307.51,76.44,405.53,21.6,3340.82,4,0,sometimes,0,0.0,never,39,employed,0,1621.34,0.9696,0.4706,0.0,0.2352,0.5579,1824.07,0.5294,0.0291,0.0,0.5,0.0,3,0.0,1,0,1,0,587
861.72,141.79,135.93,186.39,46.98,88.8,2956.15,3,0,sometimes,1,185.96,monthly,50,unemployed,2,599.89,3.4305,0.6962,0.2158,0.1645,0.6232,75.87,0.088,0.1029,0.2158,0.5,0.4,0,2.3209,1,0,1,0,548
1394.94,688.12,28.35,177.18,37.67,85.72,65.3,0,0,rarely,0,0.0,daily,35,student,1,1017.04,0.0468,0.7291,0.0,0.4933,0.4594,377.9,0.2709,0.0014,0.0,0.0,1.0,1,0.7169,0,0,0,1,745
881.91,89.3,303.22,344.14,2.46,8.2,96.11,1,0,always,0,0.0,weekly,61,unemployed,2,747.32,0.109,0.8474,0.0,0.1013,0.5521,134.59,0.1526,0.0033,0.0,1.0,0.75,0,2.2678,0,0,0,0,813
6962.05,2455.27,991.32,858.04,1570.12,10.2,878.16,2,0,always,0,0.0,weekly,54,self_employed,0,5884.95,0.1261,0.8453,0.0,0.3527,0.2794,1077.1,0.1547,0.0038,0.0,1.0,0.75,2,0.0,0,0,0,1,832
17111.37,4323.37,3698.39,1058.79,301.5,1168.56,11698.63,0,1,sometimes,1,3758.82,monthly,40,employed,6,10550.61,0.6837,0.6166,0.2197,0.2527,0.5136,2801.94,0.1637,0.0205,0.2197,0.5,0.4,3,0.3506,1,0,0,0,525
1791.46,298.44,251.9,176.14,137.03,92.69,1215.87,1,0,always,1,125.56,monthly,23,student,3,956.2,0.6787,0.5338,0.0701,0.1666,0.6163,709.7,0.3962,0.0204,0.0701,1.0,0.4,1,1.6746,1,0,0,0,635
12547.48,2437.03,592.04,2315.94,256.35,147.47,5380.64,2,0,always,0,0.0,weekly,56,employed,2,5748.83,0.4288,0.4582,0.0,0.1942,0.7382,6798.65,0.5418,0.0129,0.0,1.0,0.75,3,0.1594,0,0,0,0,841
4208.73,303.5,831.85,214.74,113.8,582.99,266.14,1,1,sometimes,1,582.2,daily,37,employed,3,2046.88,0.0632,0.4863,0.1383,0.0721,0.7032,1579.65,0.3753,0.0019,0.1383,0.5,1.0,3,0.7128,0,0,0,0,728
4690.76,693.84,580.56,796.39,89.3,652.2,267.94,0,0,always,1,676.55,monthly,44,employed,1,2812.29,0.0571,0.5995,0.1442,0.1479,0.7093,1201.92,0.2562,0.0017,0.1442,1.0,0.4,3,0.2132,0,0,0,0,850
4093.98,1054.22,208.24,1343.69,964.51,25.25,1629.7,1,0,always,1,984.55,daily,45,self_employed,1,3595.91,0.3981,0.8783,0.2405,0.2575,0.456,-486.48,-0.1188,0.0119,0.2405,1.0,1.0,2,0.2443,0,1,0,0,677
1279.24,745.55,170.45,42.41,158.72,101.26,4.58,0,1,sometimes,0,0.0,daily,20,unemployed,3,1218.39,0.0036,0.9524,0.0,0.5828,0.1599,60.85,0.0476,0.0001,0.0,0.5,1.0,0,2.3451,0,0,0,1,533
7056.08,2305.44,1338.25,606.82,2054.03,141.54,2518.39,0,0,always,0,0.0,never,19,self_employed,1,6446.08,0.3569,0.9135,0.0,0.3267,0.1925,610.0,0.0865,0.0107,0.0,1.0,0.0,2,0.1417,0,0,0,1,654
800.0,181.7,197.79,184.04,80.58,19.36,58.27,3,1,sometimes,0,0.0,monthly,29,unemployed,4,663.47,0.0728,0.8293,0.0,0.2271,0.4249,136.53,0.1707,0.0022,0.0,0.5,0.4,0,5.0,0,0,1,0,535
3635.1,1153.17,679.12,114.76,331.33,682.6,2262.97,4,0,always,0,0.0,monthly,42,self_employed,3,2960.98,0.6225,0.8146,0.0,0.3172,0.4048,674.12,0.1854,0.0187,0.0,1.0,0.4,2,0.8253,1,0,1,1,592
5194.74,1503.87,1330.09,238.12,166.66,258.52,209.78,1,0,always,0,0.0,weekly,39,self_employed,1,3497.26,0.0404,0.6732,0.0,0.2895,0.4224,1697.48,0.3268,0.0012,0.0,1.0,0.75,2,0.1925,0,0,0,0,850
26536.38,12467.91,725.03,1111.21,3727.53,5904.43,3223.93,3,0,always,0,0.0,daily,57,employed,5,23936.11,0.1215,0.902,0.0,0.4698,0.3624,2600.27,0.098,0.0036,0.0,1.0,1.0,3,0.1884,0,0,1,1,820
5041.38,1043.81,301.18,676.87,55.89,777.7,3609.65,2,0,always,1,765.32,never,19,employed,0,2855.45,0.716,0.5664,0.1518,0.207,0.7221,1420.61,0.2818,0.0215,0.1518,1.0,0.0,3,0.0,1,0,0,0,758
8052.13,2213.55,1276.65,560.53,75.9,47.13,1.91,1,0,sometimes,0,0.0,monthly,32,employed,1,4173.76,0.0002,0.5183,0.0,0.2749,0.5571,3878.37,0.4817,0.0,0.0,0.5,0.4,3,0.1242,0,0,0,0,828
4639.71,764.93,1179.82,225.51,579.24,162.68,4224.84,1,0,always,0,0.0,weekly,22,employed,3,2912.18,0.9106,0.6277,0.0,0.1649,0.456,1727.53,0.3723,0.0273,0.0,1.0,0.75,3,0.6466,1,0,0,0,695
2678.3,554.37,680.6,974.07,27.46,36.33,1230.74,0,0,rarely,1,387.25,never,26,self_employed,4,2272.83,0.4595,0.8486,0.1446,0.207,0.5286,18.22,0.0068,0.0138,0.1446,0.0,0.0,2,1.4935,1,0,0,0,571
2216.8,585.64,296.9,416.98,113.73,122.93,437.21,2,0,always,0,0.0,weekly,51,self_employed,0,1536.18,0.1972,0.693,0.0,0.2642,0.5506,680.62,0.307,0.0059,0.0,1.0,0.75,2,0.0,0,0,0,0,850
6559.71,599.34,390.06,634.09,252.7,253.01,297.91,1,0,always,0,0.0,never,46,self_employed,3,2129.2,0.0454,0.3246,0.0,0.0914,0.8106,4430.51,0.6754,0.0014,0.0,1.0,0.0,2,0.4573,0,0,0,0,849
3064.38,758.55,550.66,193.3,830.56,112.68,1482.12,1,0,rarely,0,0.0,weekly,23,employed,3,2445.75,0.4837,0.7981,0.0,0.2475,0.3017,618.63,0.2019,0.0145,0.0,0.0,0.75,3,0.979,1,0,0,0,640
3962.87,961.77,211.33,1329.01,282.58,421.3,9770.41,2,1,rarely,0,0.0,weekly,49,self_employed,2,3205.99,2.4655,0.809,0.0,0.2427,0.6327,756.88,0.191,0.074,0.0,0.0,0.75,2,0.5047,1,0,0,0,393
2786.98,727.28,279.51,132.22,116.37,20.64,523.4,0,0,always,1,438.56,daily,38,employed,3,1276.02,0.1878,0.4579,0.1574,0.261,0.597,1072.4,0.3848,0.0056,0.1574,1.0,1.0,3,1.0764,0,0,0,0,850
2292.16,251.37,384.14,110.8,486.52,95.23,7.6,1,0,sometimes,1,284.8,weekly,52,employed,2,1328.06,0.0033,0.5794,0.1242,0.1097,0.5105,679.3,0.2964,0.0001,0.1242,0.5,0.75,3,0.8725,0,0,0,0,834
1059.77,21.37,336.12,312.01,51.62,26.46,3870.08,0,1,sometimes,0,0.0,monthly,32,unemployed,4,747.58,3.6518,0.7054,0.0,0.0202,0.614,312.19,0.2946,0.1096,0.0,0.5,0.4,0,3.7744,1,0,0,0,381
800.0,274.37,92.95,51.56,145.89,96.76,375.3,4,0,rarely,1,105.0,daily,64,student,1,661.53,0.4691,0.8269,0.1312,0.343,0.3585,33.47,0.0418,0.0141,0.1312,0.0,1.0,1,1.25,1,0,1,1,518
800.0,202.04,73.65,99.4,31.15,24.17,242.24,0,0,always,0,0.0,monthly,61,unemployed,1,430.41,0.3028,0.538,0.0,0.2525,0.6165,369.59,0.462,0.0091,0.0,1.0,0.4,0,1.25,0,0,0,0,783
11150.85,2700.87,4164.37,564.58,3197.18,149.25,10959.52,1,0,sometimes,0,0.0,weekly,62,self_employed,1,10776.25,0.9828,0.9664,0.0,0.2422,0.0976,374.6,0.0336,0.0295,0.0,0.5,0.75,2,0.0897,1,0,0,0,571
876.01,453.18,145.27,113.51,31.89,80.05,1271.64,1,0,sometimes,0,0.0,weekly,41,student,1,823.9,1.4516,0.9405,0.0,0.5173,0.2804,52.11,0.0595,0.0435,0.0,0.5,0.75,1,1.1415,1,0,0,1,531
1039.41,239.01,119.26,279.52,23.68,12.15,219.1,3,0,sometimes,1,190.96,daily,40,unemployed,1,673.62,0.2108,0.6481,0.1837,0.2299,0.6325,174.83,0.1682,0.0063,0.1837,0.5,1.0,0,0.9621,0,0,1,0,733
800.0,38.97,170.32,196.86,129.68,70.08,991.33,0,0,always,0,0.0,weekly,62,self_employed,3,605.91,1.2392,0.7574,0.0,0.0487,0.5763,194.09,0.2426,0.0372,0.0,1.0,0.75,2,3.75,1,0,0,0,681
9227.84,1110.54,3245.76,457.07,406.76,775.92,4658.95,1,0,sometimes,0,0.0,weekly,56,employed,2,5996.05,0.5049,0.6498,0.0,0.1203,0.4838,3231.79,0.3502,0.0151,0.0,0.5,0.75,3,0.2167,1,0,0,0,657
800.0,74.81,181.94,16.17,27.3,13.25,568.86,0,0,always,0,0.0,weekly,48,unemployed,2,313.47,0.7111,0.3918,0.0,0.0935,0.6449,486.53,0.6082,0.0213,0.0,1.0,0.75,0,2.5,1,0,0,0,678
13636.56,3930.78,5471.93,516.5,1365.29,332.57,2482.37,0,0,always,1,1923.4,daily,42,employed,2,11617.07,0.182,0.8519,0.141,0.2883,0.2104,96.09,0.007,0.0055,0.141,1.0,1.0,3,0.1467,0,0,0,0,850
800.0,118.23,322.67,86.9,0.68,48.82,448.26,1,0,always,0,0.0,daily,35,unemployed,2,577.3,0.5603,0.7216,0.0,0.1478,0.448,222.7,0.2784,0.0168,0.0,1.0,1.0,0,2.5,1,0,0,0,631
800.0,46.87,182.84,13.68,160.19,33.11,1642.36,0,0,always,0,0.0,monthly,60,student,3,436.69,2.0529,0.5459,0.0,0.0586,0.5126,363.31,0.4541,0.0616,0.0,1.0,0.4,1,3.75,1,0,0,0,665
1024.56,453.57,264.54,22.66,97.72,13.45,758.08,2,0,always,0,0.0,weekly,52,unemployed,1,851.94,0.7399,0.8315,0.0,0.4427,0.2037,172.62,0.1685,0.0222,0.0,1.0,0.75,0,0.976,1,0,0,1,607
800.0,103.37,217.09,179.06,39.4,0.52,20.22,2,0,always,0,0.0,daily,30,student,2,539.44,0.0253,0.6743,0.0,0.1292,0.5502,260.56,0.3257,0.0008,0.0,1.0,1.0,1,2.5,0,0,0,0,850
7168.63,1382.42,1192.9,39.71,528.52,193.76,1430.32,0,0,sometimes,0,0.0,weekly,35,employed,0,3337.31,0.1995,0.4655,0.0,0.1928,0.567,3831.32,0.5345,0.006,0.0,0.5,0.75,3,0.0,0,0,0,0,821
3410.94,1110.73,136.44,441.11,154.22,184.09,827.54,3,0,always,1,573.38,daily,50,self_employed,2,2026.59,0.2426,0.5941,0.1681,0.3256,0.5891,810.97,0.2378,0.0073,0.1681,1.0,1.0,2,0.5863,0,0,1,1,830
9160.53,1393.63,1724.91,887.13,87.38,1059.01,951.1,3,0,always,1,907.28,weekly,35,employed,0,5152.06,0.1038,0.5624,0.099,0.1521,0.65,3101.19,0.3385,0.0031,0.099,1.0,0.75,3,0.0,0,0,1,0,850
4591.45,1191.91,954.31,507.5,339.62,726.81,1106.63,2,0,always,1,529.23,weekly,29,self_employed,2,3720.15,0.241,0.8102,0.1153,0.2596,0.4586,342.07,0.0745,0.0072,0.1153,1.0,0.75,2,0.4356,0,0,0,0,806
6103.5,1034.82,2157.18,562.74,1323.35,734.52,416.41,2,0,always,1,422.04,daily,61,employed,1,5812.61,0.0682,0.9523,0.0691,0.1695,0.2602,-131.15,-0.0215,0.002,0.0691,1.0,1.0,3,0.1638,0,1,0,0,756
4970.64,1106.03,1003.8,398.4,997.98,231.91,549.05,2,0,always,0,0.0,daily,23,employed,0,3738.12,0.1105,0.752,0.0,0.2225,0.3748,1232.52,0.248,0.0033,0.0,1.0,1.0,3,0.0,0,0,0,0,850
4550.47,1085.78,406.05,729.96,271.66,1493.33,3553.03,1,0,always,1,1112.59,weekly,64,employed,1,3986.78,0.7808,0.8761,0.2445,0.2386,0.6125,-548.9,-0.1206,0.0234,0.2445,1.0,0.75,3,0.2198,1,1,0,0,575
2700.45,283.08,554.06,65.3,73.72,66.66,5017.7,1,0,always,0,0.0,daily,54,employed,1,1042.82,1.8581,0.3862,0.0,0.1048,0.6627,1657.63,0.6138,0.0557,0.0,1.0,1.0,3,0.3703,1,0,0,0,699
6329.78,1214.19,1125.43,271.82,688.82,169.86,679.34,3,0,always,0,0.0,monthly,30,employed,4,3470.12,0.1073,0.5482,0.0,0.1918,0.5216,2859.66,0.4518,0.0032,0.0,1.0,0.4,3,0.6319,0,0,1,0,827
5953.75,1109.01,729.2,540.69,86.59,90.24,1215.01,2,1,sometimes,1,686.89,weekly,35,employed,3,2555.73,0.2041,0.4293,0.1154,0.1863,0.6767,2711.13,0.4554,0.0061,0.1154,0.5,0.75,3,0.5039,0,0,0,0,670
7720.24,1841.35,846.88,1505.25,465.09,950.57,9640.09,2,0,sometimes,1,712.29,never,47,employed,4,5609.14,1.2487,0.7265,0.0923,0.2385,0.5916,1398.81,0.1812,0.0375,0.0923,0.5,0.0,3,0.5181,1,0,0,0,615
6774.56,2335.62,1410.75,561.94,662.93,1362.57,1113.1,2,0,always,1,1277.34,monthly,33,employed,1,6333.81,0.1643,0.9349,0.1885,0.3448,0.3491,-836.59,-0.1235,0.0049,0.1885,1.0,0.4,3,0.1476,0,1,0,1,742
1806.79,522.16,391.3,293.63,339.31,30.67,3672.75,1,1,always,0,0.0,monthly,25,self_employed,0,1577.07,2.0327,0.8729,0.0,0.289,0.3066,229.72,0.1271,0.061,0.0,1.0,0.4,2,0.0,1,0,0,0,528
6810.32,2365.24,1763.16,1253.01,293.49,98.39,2593.16,1,0,sometimes,0,0.0,daily,40,employed,1,5773.29,0.3808,0.8477,0.0,0.3473,0.3507,1037.03,0.1523,0.0114,0.0,0.5,1.0,3,0.1468,0,0,0,1,709
2371.52,491.34,105.62,34.48,79.08,100.87,382.3,3,0,always,0,0.0,weekly,31,student,1,811.39,0.1612,0.3421,0.0,0.2072,0.7149,1560.13,0.6579,0.0048,0.0,1.0,0.75,1,0.4217,0,0,1,0,771
5155.68,1581.56,974.6,98.5,335.42,1199.52,11182.78,1,0,always,0,0.0,daily,56,employed,1,4189.6,2.169,0.8126,0.0,0.3068,0.4391,966.08,0.1874,0.0651,0.0,1.0,1.0,3,0.194,1,0,0,1,682
10306.92,2763.82,214.49,638.27,469.68,590.84,17991.2,0,0,always,0,0.0,weekly,36,employed,2,4677.1,1.7455,0.4538,0.0,0.2682,0.6655,5629.82,0.5462,0.0524,0.0,1.0,0.75,3,0.194,1,0,0,0,731
3283.63,442.26,530.94,580.49,114.1,224.67,23.52,1,0,always,0,0.0,monthly,52,self_employed,3,1892.46,0.0072,0.5763,0.0,0.1347,0.6689,1391.17,0.4237,0.0002,0.0,1.0,0.4,2,0.9136,0,0,0,0,850
1012.86,104.86,161.7,83.81,42.4,51.46,631.9,3,0,sometimes,0,0.0,daily,50,unemployed,0,444.23,0.6239,0.4386,0.0,0.1035,0.695,568.63,0.5614,0.0187,0.0,0.5,1.0,0,0.0,1,0,1,0,554
7680.6,1812.32,1155.21,1668.68,400.73,331.73,4604.52,1,0,sometimes,1,573.12,weekly,54,employed,2,5368.67,0.5995,0.699,0.0746,0.236,0.5615,1738.81,0.2264,0.018,0.0746,0.5,0.75,3,0.2604,1,0,0,0,662
6131.36,2765.52,1189.87,859.49,356.16,454.32,4154.62,2,0,sometimes,0,0.0,daily,55,employed,1,5625.36,0.6776,0.9175,0.0,0.451,0.2968,506.0,0.0825,0.0203,0.0,0.5,1.0,3,0.1631,1,0,0,1,593
800.0,127.34,115.2,54.55,139.35,5.71,418.49,0,0,always,0,0.0,daily,50,self_employed,2,442.15,0.5231,0.5527,0.0,0.1592,0.5226,357.85,0.4473,0.0157,0.0,1.0,1.0,2,2.5,1,0,0,0,686
6656.98,2252.14,1698.04,402.84,1249.76,478.25,17909.07,1,1,rarely,1,1068.36,weekly,19,self_employed,2,6081.03,2.6903,0.9135,0.1605,0.3383,0.2189,-492.41,-0.074,0.0807,0.1605,0.0,0.75,2,0.3004,1,1,0,1,300
3725.07,796.48,984.76,883.5,450.2,81.78,5969.8,3,1,sometimes,0,0.0,monthly,57,employed,0,3196.72,1.6026,0.8582,0.0,0.2138,0.401,528.35,0.1418,0.0481,0.0,0.5,0.4,3,0.0,1,0,1,0,412
6608.81,2881.99,1799.82,440.94,227.16,603.96,2514.73,1,0,always,1,810.47,daily,43,employed,5,5953.87,0.3805,0.9009,0.1226,0.4361,0.2572,-155.53,-0.0235,0.0114,0.1226,1.0,1.0,3,0.7566,0,1,0,1,653
3985.59,319.32,989.74,467.86,319.69,209.41,5712.03,0,0,sometimes,0,0.0,monthly,18,employed,1,2306.02,1.4332,0.5786,0.0,0.0801,0.5913,1679.57,0.4214,0.043,0.0,0.5,0.4,3,0.2509,1,0,0,0,639
1827.69,328.53,414.52,116.9,43.06,111.98,4784.44,1,0,sometimes,1,257.41,weekly,19,unemployed,3,1014.99,2.6178,0.5553,0.1408,0.1798,0.5699,555.29,0.3038,0.0785,0.1408,0.5,0.75,0,1.6414,1,0,0,0,612
4427.72,784.5,1452.19,593.99,919.22,285.73,258.88,0,0,rarely,0,0.0,weekly,48,employed,4,4035.63,0.0585,0.9114,0.0,0.1772,0.2872,392.09,0.0886,0.0018,0.0,0.0,0.75,3,0.9034,0,0,0,0,738
800.0,296.75,68.94,10.49,44.57,83.91,416.2,1,0,always,1,193.29,weekly,47,unemployed,0,504.66,0.5202,0.6308,0.2416,0.3709,0.4872,102.05,0.1276,0.0156,0.2416,1.0,0.75,0,0.0,1,0,0,1,679
800.0,176.98,314.18,110.33,66.04,18.83,564.1,0,0,sometimes,1,46.5,weekly,41,student,3,686.36,0.7051,0.8579,0.0581,0.2212,0.3035,67.14,0.0839,0.0212,0.0581,0.5,0.75,1,3.75,1,0,0,0,558
2014.9,328.61,238.49,336.95,75.19,89.35,1493.97,3,0,rarely,0,0.0,weekly,26,employed,3,1068.59,0.7415,0.5303,0.0,0.1631,0.6812,946.31,0.4697,0.0222,0.0,0.0,0.75,3,1.4889,1,0,1,0,551
8713.8,778.09,1524.33,850.98,50.58,515.28,14973.37,0,1,sometimes,0,0.0,weekly,56,self_employed,3,3719.26,1.7184,0.4268,0.0,0.0893,0.73,4994.54,0.5732,0.0516,0.0,0.5,0.75,2,0.3443,1,0,0,0,500
2228.34,131.99,510.0,734.03,199.12,206.18,97.57,2,0,sometimes,1,511.69,weekly,48,self_employed,1,1781.32,0.0438,0.7994,0.2296,0.0592,0.6225,-64.67,-0.029,0.0013,0.2296,0.5,0.75,2,0.4488,0,1,0,0,692
6105.75,1563.38,1024.08,326.31,89.61,522.87,2278.08,1,0,always,1,429.29,weekly,35,employed,0,3526.25,0.3731,0.5775,0.0703,0.2561,0.5615,2150.21,0.3522,0.0112,0.0703,1.0,0.75,3,0.0,0,0,0,0,816
6540.58,525.85,2286.84,1251.4,115.87,958.32,6525.2,1,0,sometimes,1,717.41,monthly,35,employed,2,5138.28,0.9976,0.7856,0.1097,0.0804,0.5522,684.89,0.1047,0.0299,0.1097,0.5,0.4,3,0.3058,1,0,0,0,641
4979.17,1062.07,283.73,65.46,518.75,41.87,726.71,4,0,always,0,0.0,monthly,40,employed,4,1971.88,0.146,0.396,0.0,0.2133,0.6255,3007.29,0.604,0.0044,0.0,1.0,0.4,3,0.8033,0,0,1,0,811
5187.51,736.8,3211.89,605.39,185.28,134.34,1022.4,3,0,sometimes,0,0.0,daily,33,employed,1,4873.7,0.1971,0.9395,0.0,0.142,0.2031,313.81,0.0605,0.0059,0.0,0.5,1.0,3,0.1928,0,0,1,0,767
1323.41,195.57,275.57,46.38,28.48,51.65,1686.39,1,1,sometimes,0,0.0,daily,26,employed,0,597.65,1.2743,0.4516,0.0,0.1478,0.6225,725.76,0.5484,0.0382,0.0,0.5,1.0,3,0.0,1,0,0,0,519
2693.36,500.73,533.02,537.52,459.45,80.82,488.19,2,0,rarely,0,0.0,never,62,self_employed,0,2111.54,0.1813,0.784,0.0,0.1859,0.4456,581.82,0.216,0.0054,0.0,0.0,0.0,2,0.0,0,0,0,0,722
800.0,168.85,160.23,130.6,97.13,42.82,5.79,1,0,always,1,121.15,monthly,20,student,2,599.63,0.0072,0.7495,0.1514,0.2111,0.4672,79.22,0.099,0.0002,0.1514,1.0,0.4,1,2.5,0,0,0,0,850
5252.16,985.71,1403.7,192.07,425.99,1058.74,1268.11,2,1,rarely,1,530.4,monthly,37,employed,3,4066.21,0.2414,0.7742,0.101,0.1877,0.464,655.55,0.1248,0.0072,0.101,0.0,0.4,3,0.5712,0,0,0,0,576
2717.96,608.24,1201.27,566.87,89.0,27.16,2013.08,2,0,sometimes,1,638.11,daily,59,employed,1,2492.54,0.7407,0.9171,0.2348,0.2238,0.3015,-412.69,-0.1518,0.0222,0.2348,0.5,1.0,3,0.3679,1,1,0,0,562
9496.87,3197.02,2112.34,1402.52,850.82,994.81,9085.65,2,0,always,1,1292.06,monthly,48,self_employed,3,8557.51,0.9567,0.9011,0.1361,0.3366,0.3513,-352.7,-0.0371,0.0287,0.1361,1.0,0.4,2,0.3159,1,1,0,1,511
6003.83,599.56,1138.91,536.12,454.27,63.73,3851.9,0,0,sometimes,0,0.0,daily,30,self_employed,2,2792.59,0.6416,0.4651,0.0,0.0999,0.6348,3211.24,0.5349,0.0192,0.0,0.5,1.0,2,0.3331,1,0,0,0,633
5091.38,545.23,1201.35,988.96,257.64,1216.49,3926.55,0,0,always,0,0.0,weekly,21,employed,2,4209.67,0.7712,0.8268,0.0,0.1071,0.6064,881.71,0.1732,0.0231,0.0,1.0,0.75,3,0.3928,1,0,0,0,677
8017.22,546.11,1837.63,318.08,99.51,1762.95,3419.83,0,0,sometimes,0,0.0,weekly,44,self_employed,1,4564.28,0.4266,0.5693,0.0,0.0681,0.6903,3452.94,0.4307,0.0128,0.0,0.5,0.75,2,0.1247,0,0,0,0,739
1161.35,128.66,406.53,142.7,126.08,17.8,1147.96,3,0,always,0,0.0,weekly,34,student,4,821.77,0.9885,0.7076,0.0,0.1108,0.4306,339.58,0.2924,0.0297,0.0,1.0,0.75,1,3.4443,1,0,1,0,615
2848.16,673.2,465.38,239.57,355.92,207.08,8229.35,3,1,rarely,0,0.0,daily,59,employed,2,1941.15,2.8894,0.6815,0.0,0.2364,0.4753,907.01,0.3185,0.0867,0.0,0.0,1.0,3,0.7022,1,0,1,0,417
2091.11,316.18,513.11,60.54,64.27,80.45,1087.8,0,0,always,0,0.0,daily,22,self_employed,2,1034.55,0.5202,0.4947,0.0,0.1512,0.5727,1056.56,0.5053,0.0156,0.0,1.0,1.0,2,0.9564,1,0,0,0,700
1358.03,189.74,197.98,227.75,80.45,98.56,438.18,2,0,sometimes,0,0.0,weekly,33,unemployed,2,794.48,0.3227,0.585,0.0,0.1397,0.6553,563.55,0.415,0.0097,0.0,0.5,0.75,0,1.4727,0,0,0,0,741
2807.04,1058.07,427.86,879.61,23.79,56.0,53.5,2,0,sometimes,1,474.76,daily,40,self_employed,2,2445.33,0.0191,0.8711,0.1691,0.3769,0.4622,-113.05,-0.0403,0.0006,0.1691,0.5,1.0,2,0.7125,0,1,0,1,700
2129.28,320.0,1101.72,168.61,29.65,75.19,5375.43,1,0,always,1,188.69,weekly,50,employed,1,1695.17,2.5245,0.7961,0.0886,0.1503,0.3184,245.42,0.1153,0.0757,0.0886,1.0,0.75,3,0.4696,1,0,0,0,712
3878.66,957.89,436.03,160.04,285.48,300.62,1095.86,3,0,always,1,511.81,weekly,41,self_employed,1,2140.06,0.2825,0.5518,0.132,0.247,0.567,1226.79,0.3163,0.0085,0.132,1.0,0.75,2,0.2578,0,0,1,0,833
1234.46,139.44,642.84,179.21,65.94,107.48,464.89,0,0,always,0,0.0,daily,42,student,1,1134.91,0.3766,0.9194,0.0,0.113,0.3129,99.55,0.0806,0.0113,0.0,1.0,1.0,1,0.8101,0,0,0,0,696
2410.0,1029.09,235.36,141.35,159.48,211.96,408.61,5,0,always,1,257.45,daily,19,employed,4,1777.24,0.1695,0.7374,0.1068,0.427,0.4092,375.31,0.1557,0.0051,0.1068,1.0,1.0,3,1.6598,0,0,1,1,812
14083.4,4381.09,4508.93,1559.02,616.6,89.95,335.45,3,0,always,0,0.0,monthly,51,employed,3,11155.59,0.0238,0.7921,0.0,0.3111,0.325,2927.81,0.2079,0.0007,0.0,1.0,0.4,3,0.213,0,0,1,1,825
6964.11,1227.65,1327.55,2154.4,452.52,1.18,19397.36,2,1,sometimes,1,1460.57,weekly,29,employed,2,5163.3,2.7853,0.7414,0.2097,0.1763,0.5681,340.24,0.0489,0.0836,0.2097,0.5,0.75,3,0.2872,1,0,0,0,499
800.0,377.13,168.42,106.96,51.39,51.38,308.03,1,0,always,0,0.0,weekly,35,unemployed,0,755.28,0.385,0.9441,0.0,0.4714,0.2538,44.72,0.0559,0.0116,0.0,1.0,0.75,0,0.0,0,0,0,1,675
4574.28,790.18,397.97,1468.99,117.52,78.44,2277.06,2,0,always,1,479.99,monthly,29,employed,1,2853.1,0.4978,0.6237,0.1049,0.1727,0.7146,1241.19,0.2713,0.0149,0.1049,1.0,0.4,3,0.2186,1,0,0,0,775
1790.44,313.19,132.55,198.56,242.23,77.01,423.43,1,0,always,1,291.1,daily,61,self_employed,2,963.54,0.2365,0.5382,0.1626,0.1749,0.6158,535.8,0.2993,0.0071,0.1626,1.0,1.0,2,1.117,0,0,0,0,850
6119.46,3732.24,1002.08,105.1,371.96,172.71,19634.41,2,0,rarely,0,0.0,weekly,60,self_employed,2,5384.09,3.2085,0.8798,0.0,0.6099,0.1656,735.37,0.1202,0.0963,0.0,0.0,0.75,2,0.3268,1,0,0,1,509
3840.31,1415.09,882.57,293.03,367.24,121.16,1147.33,0,0,always,0,0.0,daily,22,employed,5,3079.09,0.2988,0.8018,0.0,0.3685,0.3061,761.22,0.1982,0.009,0.0,1.0,1.0,3,1.302,0,0,0,1,800
7334.69,1169.29,2214.84,316.06,1278.97,585.23,2277.15,0,0,sometimes,0,0.0,daily,50,employed,1,5564.39,0.3105,0.7586,0.0,0.1594,0.3642,1770.3,0.2414,0.0093,0.0,0.5,1.0,3,0.1363,0,0,0,0,785
4931.69,321.36,1150.3,1054.03,74.73,428.19,4550.3,0,0,rarely,0,0.0,monthly,22,employed,1,3028.61,0.9227,0.6141,0.0,0.0652,0.6864,1903.08,0.3859,0.0277,0.0,0.0,0.4,3,0.2028,1,0,0,0,596
6158.18,561.46,1370.08,1969.88,946.49,514.45,13382.8,1,1,always,0,0.0,daily,22,employed,1,5362.36,2.1732,0.8708,0.0,0.0912,0.5326,795.82,0.1292,0.0652,0.0,1.0,1.0,3,0.1624,1,0,0,0,517
